,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
30979,https://www.wga.hu/detail/p/perugino/cambio/1ceilin3.jpg,['\r\nThis detail of the vaulting represents Jupiter.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Ceiling decoration (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,This detail of the vaulting represents Jupiter.
30980,https://www.wga.hu/detail/p/perugino/cambio/1ceilin4.jpg,['\r\nThis detail of the vaulting represents Mars.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Ceiling decoration (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,This detail of the vaulting represents Mars.
30981,https://www.wga.hu/detail/p/perugino/cambio/1ceilin5.jpg,['\r\nThis detail of the vaulting represents Venus.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Ceiling decoration (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,This detail of the vaulting represents Venus.
30990,https://www.wga.hu/detail/p/perugino/cambio/3famous3.jpg,['\r\nThe detail shows the head of Pericles.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Famous Men of Antiquity (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,The detail shows the head of Pericles.
30991,https://www.wga.hu/detail/p/perugino/cambio/3famous4.jpg,['\r\nThe detail shows The detail shows Lucius Sicinius.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Famous Men of Antiquity (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,The detail shows The detail shows Lucius Sicinius.
30994,https://www.wga.hu/detail/p/perugino/cambio/4sibyls2.jpg,['\r\nThe detail shows the head of the Tiburtine Sibyl.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Prophets and Sibyls (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,The detail shows the head of the Tiburtine Sibyl.
30995,https://www.wga.hu/detail/p/perugino/cambio/4sibyls3.jpg,['\r\nThe detail shows the head of Solomon.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Prophets and Sibyls (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,The detail shows the head of Solomon.
30996,https://www.wga.hu/detail/p/perugino/cambio/4sibyls4.jpg,['\r\nThe detail shows Daniel and David.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Prophets and Sibyls (detail),1497-1500,Fresco,"Collegio del Cambio, Perugia",painting,religious,Italian,1451-1500,The detail shows Daniel and David.
31020,https://www.wga.hu/detail/p/perugino/christ/galitziy.jpg,['\r\nThe picture shows the left panel of the triptych.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",The Galitzin Triptych: St Jerome,1481-85,"Tempera on canvas, transferred from wood, 95 x 30 cm","National Gallery of Art, Washington",painting,religious,Italian,1451-1500,The picture shows the left panel of the triptych.
31021,https://www.wga.hu/detail/p/perugino/christ/galitziz.jpg,['\r\nThe picture shows the right panel of the triptych.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",The Galitzin Triptych: St Mary Magdalen,1481-85,"Tempera on canvas, transferred from wood, 95 x 30 cm","National Gallery of Art, Washington",painting,religious,Italian,1451-1500,The picture shows the right panel of the triptych.
31028,https://www.wga.hu/detail/p/perugino/christ/pazzi1.jpg,['\r\nThe detail shows Mary.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",The Pazzi Crucifixion (detail),1494-96,Fresco,"Santa Maria Maddalena dei Pazzi, Florence",painting,religious,Italian,1451-1500,The detail shows Mary.
31029,https://www.wga.hu/detail/p/perugino/christ/pazzi2.jpg,['\r\nThe detail shows Mary Magdalene.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",The Pazzi Crucifixion (detail),1494-96,Fresco,"Santa Maria Maddalena dei Pazzi, Florence",painting,religious,Italian,1451-1500,The detail shows Mary Magdalene.
31030,https://www.wga.hu/detail/p/perugino/christ/pazzi3.jpg,['\r\nThe detail shows St Benedict.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",The Pazzi Crucifixion (detail),1494-96,Fresco,"Santa Maria Maddalena dei Pazzi, Florence",painting,religious,Italian,1451-1500,The detail shows St Benedict.
31035,https://www.wga.hu/detail/p/perugino/madonna/assump2.jpg,['\r\nThe detail shows the Archangel Michael.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",Assumption of the Virgin with Four Saints (detail),1500,Oil on wood,"Galleria degli Uffizi, Florence",painting,religious,Italian,1451-1500,The detail shows the Archangel Michael.
31055,https://www.wga.hu/detail/p/perugino/saints/sebasti1.jpg,['\r\nThe painting is signed: PETRVS PERVSINVS PINXIT.\r\n\r\n\n'],"PERUGINO, Pietro","(b. 1450, Citta della Pieve, d. 1523, Perugia)",St Sebastian,c. 1475,"Tempera on wood, 174 x 88 cm","Nationalmuseum, Stockholm",painting,religious,Italian,1451-1500,The painting is signed: PETRVS PERVSINVS PINXIT.
31340,https://www.wga.hu/detail/p/piero/2/7/7find04.jpg,['\r\nThe detail shows the head of Helena.\r\n\r\n\n'],PIERO DELLA FRANCESCA,"(b. 1416, Borgo San Sepolcro, d. 1492, Borgo San Sepolcro)",7a. Finding of the True Cross (detail),1452-66,Fresco,"San Francesco, Arezzo",painting,religious,Italian,1451-1500,The detail shows the head of Helena.
31341,https://www.wga.hu/detail/p/piero/2/7/7find05.jpg,['\r\nThe detail shows the figure of Judas.\r\n\r\n\n'],PIERO DELLA FRANCESCA,"(b. 1416, Borgo San Sepolcro, d. 1492, Borgo San Sepolcro)",7a. Finding of the True Cross (detail),1452-66,Fresco,"San Francesco, Arezzo",painting,religious,Italian,1451-1500,The detail shows the figure of Judas.
31383,https://www.wga.hu/detail/p/piero/3/02bapti2.jpg,['\r\nThe detail shows the head of Christ.\r\n\r\n\n'],PIERO DELLA FRANCESCA,"(b. 1416, Borgo San Sepolcro, d. 1492, Borgo San Sepolcro)",Baptism of Christ (detail),1448-50,Egg tempera on poplar panel,"National Gallery, London",painting,religious,Italian,1451-1500,The detail shows the head of Christ.
31384,https://www.wga.hu/detail/p/piero/3/02bapti3.jpg,['\r\nThe detail shows the head of St John the Baptist.\r\n\r\n\n'],PIERO DELLA FRANCESCA,"(b. 1416, Borgo San Sepolcro, d. 1492, Borgo San Sepolcro)",Baptism of Christ (detail),1448-50,Egg tempera on poplar panel,"National Gallery, London",painting,religious,Italian,1451-1500,The detail shows the head of St John the Baptist.
31588,https://www.wga.hu/detail/p/pinturic/baglioni/1annunc1.jpg,['\r\nThe detail shows the Angel of the Annunciation.\r\n\r\n\n'],PINTURICCHIO,"(b. ca. 1454, Perugia, d. 1513, Siena)",The Annunciation (detail),1501,Fresco,"Collegiata di Santa Maria Maggiore, Spello",painting,religious,Italian,1451-1500,The detail shows the Angel of the Annunciation.
31912,https://www.wga.hu/detail/p/pisano/giovanni/various/virgin2.jpg,['\r\nThis marble statue comes from the Pisa Cathedral.\r\n\r\n\n'],"PISANO, Giovanni","(b. ca. 1250, Pisa, d. 1314, Pisa)",Virgin of the Colloquy,c. 1300,Marble,"Museo dell'Opera del Duomo, Pisa",sculpture,religious,Italian,1251-1300,This marble statue comes from the Pisa Cathedral.
31922,https://www.wga.hu/detail/p/pisano/nicola/1pisa/0pulpit4.jpg,['\r\nThe detail shows the Crucifixion relief.\r\n\r\n\n'],"PISANO, Nicola",(active 1258-1278),Pulpit (detail),1260,Marble,"Baptistery, Pisa",sculpture,religious,Italian,1251-1300,The detail shows the Crucifixion relief.
32256,https://www.wga.hu/detail/p/pontormo/2poggio/3poggio1.jpg,['\r\nThe picture shows the personification of Autumn.\r\n\r\n\n'],"PONTORMO, Jacopo","(b. 1494, Pontormo, d. 1557, Firenze)",Lunette fresco (detail),1519-21,Fresco,"Villa Medici, Poggio a Caiano",painting,mythological,Italian,1501-1550,The picture shows the personification of Autumn.
32257,https://www.wga.hu/detail/p/pontormo/2poggio/3poggio2.jpg,['\r\nThe picture shows the personification of Summer.\r\n\r\n\n'],"PONTORMO, Jacopo","(b. 1494, Pontormo, d. 1557, Firenze)",Lunette fresco (detail),1519-21,Fresco,"Villa Medici, Poggio a Caiano",painting,mythological,Italian,1501-1550,The picture shows the personification of Summer.
32258,https://www.wga.hu/detail/p/pontormo/2poggio/3poggio3.jpg,['\r\nThe picture shows the personification of Winter\r\n\r\n\n'],"PONTORMO, Jacopo","(b. 1494, Pontormo, d. 1557, Firenze)",Lunette fresco (detail),1519-21,Fresco,"Villa Medici, Poggio a Caiano",painting,mythological,Italian,1501-1550,The picture shows the personification of Winter
32259,https://www.wga.hu/detail/p/pontormo/2poggio/3poggio4.jpg,['\r\nThe picture shows the personification of Spring.\r\n\r\n\n'],"PONTORMO, Jacopo","(b. 1494, Pontormo, d. 1557, Firenze)",Lunette fresco (detail),1519-21,Fresco,"Villa Medici, Poggio a Caiano",painting,mythological,Italian,1501-1550,The picture shows the personification of Spring.
32372,https://www.wga.hu/detail/p/poppelma/1zwinge5.jpg,['\r\nThe picture shows a detail of the Crown Tower.\r\n\r\n\n'],"PÖPPELMANN, Matthäus Daniel","(b. 1662, Herford, d. 1736, Dresden)",Exterior view,1697-1716,Photo,"Zwinger, Dresden",architecture,other,German,1701-1750,The picture shows a detail of the Crown Tower.
32504,https://www.wga.hu/detail/p/potter/paulus/land2cow.jpg,['\r\nThe painting is signed and dated 1652.\r\n\r\n\n'],"POTTER, Paulus","(b. 1625, Enkhuizen, d. 1654, Amsterdam)",Landscape with Two Cows and a Goat,1652,"Oil on panel, 31 x 35 cm","Museo del Prado, Madrid",painting,landscape,Dutch,1601-1650,The painting is signed and dated 1652.
32514,https://www.wga.hu/detail/p/potter/pieter/guardroo.jpg,['\r\nThe panel is signed lower left: P. Potter F.\r\n\r\n\n'],"POTTER, Pieter Symonsz.","(b. ca. 1598, Enkhuizen, d. 1652, Amsterdam)",Guardroom Interior,-,"Oil on panel, 36 x 48 cm",Private collection,painting,interior,Dutch,1601-1650,The panel is signed lower left: P. Potter F.
32587,https://www.wga.hu/detail/p/poussin/1/23poet1.jpg,['\r\nThe detail shows the figure of Calliope.\r\n\r\n\n'],"POUSSIN, Nicolas","(b. 1594, Les Andelys, d. 1665, Roma)",The Inspiration of the Poet (detail),c. 1630,Oil on canvas,"Musée du Louvre, Paris",painting,mythological,French,1601-1650,The detail shows the figure of Calliope.
32588,https://www.wga.hu/detail/p/poussin/1/23poet2.jpg,['\r\nThe detail shows the poet and a putto.\r\n\r\n\n'],"POUSSIN, Nicolas","(b. 1594, Les Andelys, d. 1665, Roma)",The Inspiration of the Poet (detail),c. 1630,Oil on canvas,"Musée du Louvre, Paris",painting,mythological,French,1601-1650,The detail shows the poet and a putto.
32673,https://www.wga.hu/detail/p/poussin/5/sacrific.jpg,['\r\nThis drawing is a copy of an antique bas-relief.\r\n\r\n\n'],"POUSSIN, Nicolas","(b. 1594, Les Andelys, d. 1665, Roma)",A Sacrifice,1630-32,"Pen, brown ink, and wash over black chalk, 10 x 215 mm","Musée Bonnat, Bayonne",graphics,mythological,French,1601-1650,This drawing is a copy of an antique bas-relief.
32802,https://www.wga.hu/detail/zearly/2/1sculptu/irish/ahenny3.jpg,['\r\nThe picture shows one  of the Ahenny High Crosses.\r\n\r\n\n'],"PRE-ROMANESQUE SCULPTOR, Irish",(active early 8th century in Ireland),Ahenny High Cross,8th century,Stone,"Kilclispeen Graveyard, Ahenny, County Tipperary",sculpture,religious,Irish,0701-0750,The picture shows one  of the Ahenny High Crosses.
32920,https://www.wga.hu/detail/p/procacci/giulio/martyrdx.jpg,['\r\nThe detail shows St Rufina.\r\n\r\n\n'],"PROCACCINI, Giulio Cesare","(b. 1574, Bologna, d. 1625, Milano)",Matyrdom of St Rufina and St Seconda (detail),c. 1625,Oil on canvas,"Pinacoteca di Brera, Milan",painting,religious,Italian,1601-1650,The detail shows St Rufina.
32957,https://www.wga.hu/detail/p/puccine/wing_r.jpg,['\r\nThis panel formed the right wing of a triptych.\r\n\r\n\n'],"PUCCINELLI, Angelo",(active 1380-1407 in Lucca),St John the Baptist and St Magdalen,1380s,"Oil on poplar panel, 80 x 52 cm","Musée du Petit Palais, Avignon",painting,religious,Italian,1351-1400,This panel formed the right wing of a triptych.
32977,https://www.wga.hu/detail/p/puckler/branitz2.jpg,['\r\nThe photo shows a view with the smithy.\r\n\r\n\n'],"PÜCKLER-MUSKAU, Hermann von","(b. 1785, Schloss Muskau, d. 1871, Schloss Branitz)",View of the park,1852,Photo,"Schloss, Branitz",architecture,other,German,1801-1850,The photo shows a view with the smithy.
33043,https://www.wga.hu/detail/p/pugin/augustuw/parliam5.jpg,['\r\nThe photo shows the Central Lobby.\r\n\r\n\n'],"PUGIN, Augustus Welby Northmore","(b. 1812, London, d. 1852, Ramsgate)",Interior view,begun 1836,Photo,"Houses of Parliament, Westminster, London",architecture,other,English,1801-1850,The photo shows the Central Lobby.
33050,https://www.wga.hu/detail/p/pugin/edward/liverpo2.jpg,['\r\nThe photo shows the north side of the church.\r\n\r\n\n'],"PUGIN, Edward Welby","(b. 1834, London, d. 1875, London)",Exterior view,1856-57,Photo,"St Vincent de Paul, Liverpool",architecture,other,English,1851-1900,The photo shows the north side of the church.
33074,https://www.wga.hu/detail/p/pynacker/flight_e.jpg,['\r\nThe painting is signed centre left: APynacker.\r\n\r\n\n'],"PYNACKER, Adam","(b. 1620/21, Schiedam, d. 1673, Amsterdam)",The Flight into Egypt,-,"Oil on copper, 17 x 21 cm",Private collection,painting,religious,Dutch,1651-1700,The painting is signed centre left: APynacker.
33267,https://www.wga.hu/detail/r/raffaeli/banksein.jpg,['\r\nThe painting is signed lower right.\r\n\r\n\n'],"RAFFAËLLI, Jean-François","(b. 1850, Paris, 1924, Paris)",The Banks of the Seine Near Paris,-,"Oil on canvas, 132 x 202 cm",Private collection,painting,landscape,French,1851-1900,The painting is signed lower right.
33368,https://www.wga.hu/detail/r/raphael/4stanze/1segnatu/2/15disput.jpg,['\r\nThe detail shows the portrait of Fra Angelico.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",La Disputa (detail),1510-11,Fresco,"Stanza della Segnatura, Palazzi Pontifici, Vatican",painting,religious,Italian,1501-1550,The detail shows the portrait of Fra Angelico.
33373,https://www.wga.hu/detail/r/raphael/4stanze/1segnatu/3/parnass2.jpg,['\r\nThe detail represents the Muses.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",The Parnassus (detail),1509-10,Fresco,"Stanza della Segnatura, Palazzi Pontifici, Vatican",painting,mythological,Italian,1501-1550,The detail represents the Muses.
33465,https://www.wga.hu/detail/r/raphael/5roma/2/04impan1.jpg,['\r\nThe detail represents Sts Catherine and Elizabeth.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Madonna dell'Impannata (detail),1513-14,"Oil on wood, width of detail: 30,4 cm","Galleria Palatina (Palazzo Pitti), Florence",painting,religious,Italian,1501-1550,The detail represents Sts Catherine and Elizabeth.
33468,https://www.wga.hu/detail/r/raphael/5roma/2/05sibyl4.jpg,['\r\nThe detail shows the Tiburtine Sibyl.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",The Sibyls (detail),c. 1514,Fresco,"Santa Maria della Pace, Rome",painting,mythological,Italian,1501-1550,The detail shows the Tiburtine Sibyl.
33579,https://www.wga.hu/detail/r/raphael/7drawing/1/30study.jpg,['\r\nThis is a study to the painting Transfiguration.\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Heads and hands of the Apostles,1518-20,"Black chalk, 490 x 360 mm","Ashmolean Museum, Oxford",graphics,study,Italian,1501-1550,This is a study to the painting Transfiguration.
33647,https://www.wga.hu/detail/r/raphael/7drawing/3/46drawin.jpg,['\r\nThe verso of the sheet contains amorini at play.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Female figure walking to right (recto),-,"Pen and brown ink on off-white paper, 273 x 194 mm","Ashmolean Museum, Oxford",graphics,study,Italian,1501-1550,The verso of the sheet contains amorini at play.
33650,https://www.wga.hu/detail/r/raphael/7drawing/3/52drawin.jpg,['\r\nThe verso of the sheet contains various studies.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Group of Warriors (recto),-,"Pen and brown ink on white paper, 271 x 216 mm","Ashmolean Museum, Oxford",graphics,study,Italian,1501-1550,The verso of the sheet contains various studies.
33665,https://www.wga.hu/detail/r/raphael/8archite/2pandol4.jpg,['\r\nThe photo shows the garden side of the building.\r\n\r\n\n'],RAFFAELLO Sanzio,"(b. 1483, Urbino, d. 1520, Roma)",Interior view,1513-14,Photo,"Palazzo Pandolfini, Florence",architecture,other,Italian,1501-1550,The photo shows the garden side of the building.
33759,https://www.wga.hu/detail/r/raspall/barbey4.jpg,['\r\nThe fence of the garden is remarkable.\r\n\r\n\n'],"RASPALL, Manuel Joaquim","(b. 1877, Barcelona, d. 1937, La Garriga)",Casa Barbey: fence (detail),1911,Photo,"Passeig 5, La Garriga, Barcelona",architecture,other,Catalan,1851-1900,The fence of the garden is remarkable.
33833,https://www.wga.hu/detail/r/regnaudi/fountain.jpg,['\r\nThe attribution to Regnaudin is not certain.\r\n\r\n\n'],"REGNAUDIN, Thomas","(b. 1622, Moulins, d. 1706, Paris)",Ceres or Sun Fountain,1672-79,Lead and gilt,"Garden of the Château, Versailles",sculpture,mythological,French,1651-1700,The attribution to Regnaudin is not certain.
33882,https://www.wga.hu/detail/r/rembrand/11biblic/03newtes.jpg,['\nCatalogue number: Bredius 601.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Apostle Paul in Prison,1627,"Oil on oak panel, 73 x 60 cm","Staatsgalerie, Stuttgart",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 601.
33888,https://www.wga.hu/detail/r/rembrand/11biblic/09newtes.jpg,['\nCatalogue number: Bredius 538.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The Raising of Lazarus,c. 1630,"Oil on panel, 96.2 x 81.5 cm","Los Angeles County Museum of Art, Los Angeles",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 538.
33897,https://www.wga.hu/detail/r/rembrand/11biblic/16newtes.jpg,['\nCatalogue number: Bredius 544.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The Holy Family,1634,"Oil on canvas, 183 x 123 cm","Alte Pinakothek, Munich",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 544.
33906,https://www.wga.hu/detail/r/rembrand/12passio/06passio.jpg,['\nCatalogue number: Bredius 574.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Adoration of the Shepherds,1646,"Oil on canvas, 97 x 72 cm","Alte Pinakothek, Munich",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 574.
33915,https://www.wga.hu/detail/r/rembrand/13biblic/37newtes.jpg,['\nCatalogue number: Bredius 575.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Adoration of the Shepherds,1646,"Oil on canvas, 66 x 55 cm","National Gallery, London",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 575.
33920,https://www.wga.hu/detail/r/rembrand/14biblic/63newtes.jpg,['\nCatalogue number: Bredius 594.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The Denial of Peter,1660,"Oil on canvas, 154 x 169 cm","Rijksmuseum, Amsterdam",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 594.
33934,https://www.wga.hu/detail/r/rembrand/15oldtes/03oldtet.jpg,['\nCatalogue number: Bredius 488.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",David Presenting the Head of Goliath to King Saul,1627,"Oil on panel, 27 x 38 cm","Öffentliche Kunstsammlung, Basel",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 488.
33936,https://www.wga.hu/detail/r/rembrand/15oldtes/05oldtes.jpg,['\nCatalogue number: Bredius 494.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Esther Preparing for the Meeting with Ahasuerus,c. 1633,"Oil on canvas, 110 x 94 cm","National Gallery of Canada, Ottawa",painting,religious,Dutch,1601-1650,Catalogue number: Bredius 494.
33958,https://www.wga.hu/detail/r/rembrand/16mythol/00mythol.jpg,['\nCatalogue number: Bredius 466.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Minerva,1631,"Oil on oak, 61 x 49 cm","Staatliche Museen, Berlin",painting,mythological,Dutch,1601-1650,Catalogue number: Bredius 466.
33990,https://www.wga.hu/detail/r/rembrand/21portra/09portra.jpg,['\nCatalogue number: Bredius 85.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Young Woman with Fan,1632,"Oil on canvas, 72 x 54 cm","Nationalmuseum, Stockholm",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 85.
34008,https://www.wga.hu/detail/r/rembrand/22portra/36portra.jpg,['\nCatalogue number: Bredius 97.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Portrait of the Young Saskia,1633,"Oil on oak, 53 x 45 cm","Gemäldegalerie, Dresden",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 97.
34011,https://www.wga.hu/detail/r/rembrand/22portra/39portra.jpg,['\nCatalogue number: Bredius 178.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Portrait of a Man in Oriental Garment,1633,"Oil on wood, 86 x 64 cm","Alte Pinakothek, Munich",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 178.
34021,https://www.wga.hu/detail/r/rembrand/22portra/47portra.jpg,['\nCatalogue number: Bredius 206.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Man in Oriental Costume,1635,"Oil on panel, 72 x 55 cm","Rijksmuseum, Amsterdam",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 206.
34034,https://www.wga.hu/detail/r/rembrand/23portra/72portra.jpg,['\nCatalogue number: Bredius 110.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Hendrickje in Bed,1648,"Oil on canvas, 81 x 67 cm","National Gallery of Scotland, Edinburgh",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 110.
34039,https://www.wga.hu/detail/r/rembrand/24portra/083portr.jpg,['\nCatalogue number: Bredius 266.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Portrait of an Old Man,1651,"Oil on canvas, 79 x 76 cm","Devonshire Collection, Chatsworth",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 266.
34042,https://www.wga.hu/detail/r/rembrand/24portra/086portr.jpg,['\nCatalogue number: Bredius 274.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Portrait of an Old Man in Red,1652-54,"Oil on canvas, 108 x 86 cm","The Hermitage, St. Petersburg",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 274.
34046,https://www.wga.hu/detail/r/rembrand/24portra/092portr.jpg,['\nCatalogue number: Bredius 383.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Portrait of an Old Woman,1654,"Oil on canvas, 109 x 84 cm","The Hermitage, St. Petersburg",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 383.
34060,https://www.wga.hu/detail/r/rembrand/24portra/107portrl.jpg,['\nCatalogue number: Bredius 387.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Young Woman Trying on Earrings,1657,"Oil on panel, 40 x 33 cm","The Hermitage, St. Petersburg",painting,genre,Dutch,1601-1650,Catalogue number: Bredius 387.
34101,https://www.wga.hu/detail/r/rembrand/27self/09sp1633.jpg,['\nCatalogue number: Bredius 19.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Self-Portrait Wearing a Toque and a Gold Chain,1633,"Oil on wood, 70 x 53 cm","Musée du Louvre, Paris",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 19.
34109,https://www.wga.hu/detail/r/rembrand/27self/16sp1658.jpg,['\nCatalogue number: Bredius 50.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Self-Portrait,1658,"Oil on canvas, 134 x 104 cm","Frick Collection, New York",painting,portrait,Dutch,1601-1650,Catalogue number: Bredius 50.
34146,https://www.wga.hu/detail/r/rembrand/51etchin/0/06e-self.jpg,['\nCatalogue number: Bartsch 316.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","Self-portrait in a cap, laughing",1630,"Etching, fifth state of six, 50 x 44 mm","Teylers Museum, Haarlem",graphics,portrait,Dutch,1601-1650,Catalogue number: Bartsch 316.
34171,https://www.wga.hu/detail/r/rembrand/51etchin/1/030.jpg,['\nCatalogue number: Bartsch 30.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Abraham Dismissing Hagar and Ishmael,1637,"Etching and drypoint, only state, 126 x 96 mm","Teylers Museum, Haarlem",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 30.
34172,https://www.wga.hu/detail/r/rembrand/51etchin/1/033.jpg,['\nCatalogue number: Bartsch 33.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Jacob caressing Benjamin,c. 1637,"Etching, first state of two, 119 x 90 mm","Museum of Fine Arts, Boston",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 33.
34173,https://www.wga.hu/detail/r/rembrand/51etchin/1/034.jpg,['\nCatalogue number: Bartsch 34.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Abraham and Isaac,1645,"Etching and drypoint, only state, 157 x 130 mm","Rijksmuseum, Amsterdam",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 34.
